,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
376,Tygda,82,RU,1558722062,67,53.11,126.33,44.76,8.21
377,Neuquen,0,AR,1558721802,23,-38.95,-68.06,64.4,10.29
378,Esna,90,RO,1558722062,82,45.2,27.57,60.8,9.17
379,Indramayu,58,ID,1558722062,81,-4.05,103.78,70.14,3.44
380,La Ronge,90,CA,1558722063,87,55.1,-105.3,46.4,9.17
381,Neepawa,90,CA,1558722063,87,50.23,-99.46,50.0,12.75
382,Sedro-Woolley,90,US,1558722063,87,48.5,-122.23,57.2,5.82
383,Lazaro Cardenas,5,MX,1558722064,15,28.39,-105.62,88.0,9.35
384,Padang,20,ID,1558722064,88,-0.92,100.36,77.0,3.36
385,Husavik,100,CA,1558722064,88,50.56,-96.99,52.0,4.0
386,Yuzhno-Sukhokumsk,62,RU,1558722065,51,44.66,45.65,71.04,4.5
387,Jacmel,40,HT,1558722065,46,18.24,-72.54,91.4,12.75
388,Rundu,0,NA,1558722065,20,-17.91,19.77,77.0,4.7
389,Balabac,94,PH,1558722066,73,7.99,117.06,84.72,6.98
390,Ruteng,57,ID,1558722066,82,-8.61,120.46,73.02,3.42
391,Saint-Georges,77,CA,1558721929,68,46.12,-70.67,59.0,8.01
392,Waipawa,2,NZ,1558722067,79,-39.94,176.59,50.0,8.01
393,Waingapu,56,ID,1558722067,83,-9.65,120.26,73.2,7.49
394,Toora-Khem,47,RU,1558722067,79,52.47,96.11,30.54,3.53
395,Coos Bay,90,US,1558722068,76,43.37,-124.22,61.0,8.05
396,Pimentel,97,BR,1558722068,90,-3.7,-45.5,83.1,3.83
397,San Cristobal,40,EC,1558722069,63,-0.39,-78.55,64.4,13.87
398,Takaka,67,NZ,1558722069,72,-40.86,172.81,51.01,1.01
399,Eureka,90,US,1558722040,93,40.8,-124.16,66.0,4.7
400,Rio Rancho,1,US,1558722070,17,35.27,-106.63,70.0,4.7
401,Jawhar,0,IN,1558722070,74,19.91,73.23,83.28,2.89
402,San Pedro,0,AR,1558722073,43,-33.68,-59.66,71.01,1.99
403,Kampot,40,KH,1558722073,79,10.62,104.18,84.2,5.82
404,Kita,0,JP,1558722073,82,35.76,139.74,71.01,2.24
405,San Ramon,90,NI,1558722074,94,12.92,-85.84,71.01,3.06
406,Katsuura,20,JP,1558722074,59,33.93,134.5,66.2,10.29
407,Yuli,100,NG,1558722074,22,10.52,9.86,94.26,3.29
408,San Quintin,85,PH,1558722075,75,17.54,120.52,78.96,2.28
409,Shipunovo,1,RU,1558722075,52,52.22,82.26,52.68,15.61
410,Gayny,78,RU,1558722075,59,60.3,54.33,33.96,5.95
411,Lashio,0,MM,1558722075,79,22.93,97.75,71.04,1.66
412,Shakawe,0,BW,1558722076,27,-18.36,21.84,66.18,5.55
413,Ribeira Brava,40,PT,1558722076,72,32.65,-17.07,69.01,14.99
414,San Policarpo,100,PH,1558722076,75,12.18,125.51,82.02,2.89
415,La Grande,75,US,1558722077,71,45.32,-118.09,63.0,5.82
416,Khandyga,100,RU,1558722077,85,62.65,135.58,42.24,1.79
417,Port Hedland,84,AU,1558722077,63,-20.31,118.58,64.4,4.7
418,Berlevag,0,NO,1558722077,60,70.86,29.09,41.0,8.05
419,Bilsanda,0,IN,1558722078,24,28.25,79.95,93.36,9.89
420,Bonfim,67,GY,1558722078,51,3.36,-59.84,90.66,1.54
421,Hamilton,75,BM,1558722079,64,32.3,-64.78,75.99,13.87
422,Iquique,75,CL,1558721948,67,-20.22,-70.14,62.6,6.93
423,Gushikawa,20,JP,1558722079,64,26.35,127.87,73.4,3.36
424,Naryan-Mar,48,RU,1558722080,83,67.67,53.09,27.84,11.86
425,Nagato,0,JP,1558722080,77,34.35,131.14,70.0,6.93
426,Iralaya,75,HN,1558722080,83,15.0,-83.23,80.6,4.7
427,Dickinson,90,US,1558722081,93,46.88,-102.79,48.2,13.87
428,Broome,0,GB,1558722081,67,52.47,1.45,70.0,8.05
429,Muzhi,100,RU,1558722081,74,65.4,64.7,28.56,20.4
430,Ariquemes,52,BR,1558722082,71,-9.91,-63.03,84.9,4.21
431,Sept-Iles,75,CA,1558722082,53,50.2,-66.38,55.99,10.29
432,Las Matas de Farfan,53,DO,1558721971,32,18.87,-71.52,93.72,2.77
433,Broken Hill,3,AU,1558722083,39,-31.97,141.45,64.4,9.17
434,Cidreira,100,BR,1558722083,74,-30.17,-50.22,64.92,9.15
435,Numaligarh,46,IN,1558722083,92,26.63,93.73,70.5,1.63
436,Camacha,75,PT,1558722083,77,33.08,-16.33,69.01,12.75
437,Port-Cartier,75,CA,1558722084,53,50.03,-66.88,55.99,10.29
438,Aklavik,40,CA,1558722084,61,68.22,-135.01,59.0,10.29
439,Vytegra,98,RU,1558721946,62,61.01,36.45,46.38,4.68
440,Bibiani,99,GH,1558722085,95,6.45,-2.31,77.34,4.52
441,Kavieng,97,PG,1558722085,74,-2.57,150.8,82.56,4.7
442,Alindao,100,CF,1558722085,53,5.04,21.21,83.1,3.51
443,Kahului,40,US,1558721871,73,20.89,-156.47,79.0,6.93
444,Bandar-e Anzali,75,IR,1558722085,69,37.47,49.46,73.4,6.93
445,Port Blair,94,IN,1558722086,72,11.67,92.75,85.98,7.45
446,Daru,100,SL,1558722086,95,7.99,-10.85,76.26,3.04
447,Taoudenni,0,ML,1558722086,10,22.68,-3.98,103.08,13.53
448,Lunenburg,75,US,1558722087,43,42.59,-71.72,71.6,20.8
449,Kashary,34,RU,1558722087,70,49.04,41.01,64.92,1.43
450,Lata,36,IN,1558722087,84,30.78,78.62,27.48,7.09
451,Manjacaze,0,MZ,1558722088,79,-24.71,33.88,66.18,5.03
452,Fort Saint James,100,CA,1558722088,52,54.43,-124.25,63.48,2.8
453,Dutlwe,58,BW,1558722088,35,-23.98,23.93,67.26,3.31
454,Lhokseumawe,96,ID,1558722089,89,5.18,97.15,73.56,3.15
455,Saint-Augustin,0,FR,1558722089,82,44.83,-0.61,68.0,5.82
456,Khasan,32,RU,1558722089,74,42.43,130.64,54.3,2.73
457,Wuning,96,CN,1558722090,82,29.26,120.23,65.28,3.87
458,Puerto Leguizamo,100,CO,1558722090,88,-0.19,-74.78,82.2,2.1
459,Khalkhal,72,IR,1558722090,48,37.62,48.53,58.62,1.92
460,Tuatapere,92,NZ,1558722090,76,-46.13,167.69,53.01,1.99
461,Yunyang,98,CN,1558722091,59,32.84,110.81,67.08,3.38
462,Sapouy,99,BF,1558722091,60,11.55,-1.77,86.7,8.01
463,Arman,100,RU,1558722092,97,59.7,150.17,38.28,4.05
464,Awbari,81,LY,1558722092,19,26.59,12.77,92.82,13.18
465,Havelock,20,US,1558722092,35,34.88,-76.9,98.6,12.75
466,Puerto Colombia,40,CO,1558722092,53,10.99,-74.96,95.0,9.17
467,Astana,0,KZ,1558722093,54,51.13,71.43,55.4,8.95
468,Santa Vitoria do Palmar,0,BR,1558722093,52,-33.52,-53.37,62.58,4.29
469,Sebinkarahisar,99,TR,1558722093,83,40.29,38.42,51.42,9.31
470,Zhuhai,0,CN,1558722094,42,40.71,112.04,62.6,4.47
471,Gordeyevka,86,RU,1558722094,80,52.96,31.97,64.2,7.09
472,Tartagal,0,AR,1558721902,56,-22.52,-63.8,71.6,5.82
473,Iranduba,40,BR,1558722094,74,-3.28,-60.19,82.4,5.82
474,Halden,0,SE,1558721826,66,59.12,11.39,55.4,9.17
475,Saint-Francois,0,FR,1558722095,46,46.42,3.91,69.8,12.75
476,Ahipara,39,NZ,1558722096,100,-35.17,173.16,55.0,7.67
477,Ranong,100,TH,1558722096,78,9.96,98.62,83.1,7.76
478,Gelgaudiskis,16,LT,1558722096,73,55.08,22.98,57.9,6.78
479,Lahij,56,YE,1558722096,44,13.06,44.88,87.6,3.09
480,Cayenne,75,GF,1558722097,66,4.94,-52.33,87.8,11.41
481,Marsh Harbour,2,BS,1558722097,74,26.54,-77.06,76.26,18.54
482,Gouyave,20,GD,1558722097,70,12.16,-61.73,86.0,20.8
483,Sri Aman,100,MY,1558722098,94,1.24,111.46,75.2,2.08
484,Itarema,40,BR,1558722098,83,-2.92,-39.92,78.8,16.11
485,Koraput,34,IN,1558722098,35,18.81,82.72,89.22,7.74
486,Sulangan,100,PH,1558722098,68,11.14,123.72,85.08,3.78
487,Anadyr,95,RU,1558722099,86,64.73,177.51,33.8,4.47
488,Havre-Saint-Pierre,90,CA,1558722099,54,50.23,-63.6,53.6,11.41
489,Iraucuba,68,BR,1558722099,88,-3.75,-39.78,80.58,3.98
490,Hobara,0,JP,1558722100,82,37.82,140.55,57.0,4.56
491,Camocim,40,BR,1558722100,83,-2.9,-40.84,78.8,16.11
492,Manokwari,82,ID,1558722100,86,-0.87,134.08,74.28,1.41
493,Gainesville,1,US,1558721835,27,29.65,-82.33,95.0,6.93
494,Puerto Escondido,75,MX,1558722101,66,15.86,-97.07,87.8,6.93
495,Bathsheba,40,BB,1558722101,62,13.22,-59.52,87.8,17.22
496,Lima,75,PE,1558721930,88,-12.06,-77.04,66.2,2.24
497,Alice Springs,57,AU,1558722101,76,-23.7,133.88,53.6,4.7
498,Boa Vista,75,BR,1558722103,83,2.82,-60.67,80.6,8.05
499,Port Hawkesbury,40,CA,1558722103,53,45.62,-61.36,55.99,5.82
500,Nisia Floresta,75,BR,1558722103,66,-6.09,-35.21,86.0,17.22
501,Mbandaka,21,CD,1558722103,69,0.05,18.26,79.68,1.88
502,Zalantun,0,CN,1558722104,62,48.0,122.72,58.08,6.82
503,Tateyama,0,JP,1558722104,44,36.66,137.31,66.0,4.0
504,Rio Grande,40,BR,1558722104,68,-32.03,-52.1,66.2,12.75
505,Alnavar,40,IN,1558722105,88,15.43,74.74,77.0,9.17
506,Saint-Marc,58,HT,1558722105,63,19.1,-72.7,82.92,4.83
507,Gujan-Mestras,20,FR,1558722105,68,44.63,-1.08,68.0,14.99
508,Marawi,100,PH,1558722106,90,8.0,124.29,78.01,5.01
509,Shenjiamen,100,CN,1558722106,83,29.96,122.3,70.14,16.62
510,Jutai,91,BR,1558722106,48,-1.71,-47.89,92.1,4.52
511,Verkhnyaya Toyma,49,RU,1558722107,58,62.24,45.0,36.12,2.26
512,Nelson Bay,35,AU,1558722107,87,-32.72,152.14,59.0,6.93
513,Amazar,7,RU,1558722107,82,53.86,120.88,35.4,3.76
514,Bontang,94,ID,1558722107,98,0.12,117.47,74.46,2.04
515,Phuthaditjhaba,59,ZA,1558722108,37,-28.53,28.82,51.42,3.49
516,Quatre Cocos,40,MU,1558722108,83,-20.21,57.76,75.2,2.24
517,Ugoofaaru,92,MV,1558722108,74,5.67,73.0,85.44,14.85
518,Palu,99,ID,1558722109,80,-0.9,119.87,78.24,4.32
519,Richards Bay,2,ZA,1558722109,75,-28.77,32.06,73.2,16.06
520,Nuevitas,75,CU,1558722109,55,21.55,-77.27,87.8,14.99
521,Beba,75,CU,1558722109,58,22.44,-79.73,86.0,14.99
522,Mayo,75,CA,1558722110,62,63.59,-135.9,57.2,4.7
523,Itapora,0,BR,1558722110,57,-22.08,-54.79,67.8,10.25
524,Pelym,66,RU,1558722111,55,61.01,62.0,32.7,6.49
525,Lorengau,53,PG,1558722111,89,-2.02,147.27,77.16,1.77
526,Seguela,90,CI,1558722111,62,7.96,-6.67,87.42,2.46
527,Southbridge,75,US,1558722111,46,42.08,-72.03,73.0,16.11
528,Turayf,0,SA,1558722112,15,31.68,38.65,87.8,9.17
529,Toamasina,75,MG,1558722112,88,-18.17,49.38,75.2,6.93
530,Outlook,39,CA,1558722112,25,51.48,-107.04,68.0,5.03
531,Gasa,80,BT,1558722113,88,27.91,89.73,34.14,4.23
532,Sunrise Manor,20,US,1558722109,30,36.21,-115.07,71.6,2.24
533,Oksfjord,0,NO,1558722113,75,70.24,22.35,46.4,10.29
534,Cotonou,40,BJ,1558722114,83,6.37,2.43,80.6,5.82
535,Ust-Nera,67,RU,1558722114,79,64.57,143.24,38.1,3.02
536,Abu Kamal,100,SY,1558722114,10,34.45,40.92,101.64,16.24
537,Vila Velha,40,BR,1558722115,62,-3.71,-38.6,88.0,16.11
538,Poum,40,MK,1558722115,67,41.28,20.71,59.0,5.82
539,Ridgecrest,40,US,1558722105,48,35.62,-117.67,70.0,6.93
540,Waddan,0,LY,1558722116,16,29.16,16.14,85.8,7.4
541,Fairbanks,90,US,1558722116,81,64.84,-147.72,53.6,3.36
542,Sagua la Grande,75,CU,1558722116,58,22.81,-80.07,86.0,14.99
543,Comodoro Rivadavia,40,AR,1558722117,39,-45.87,-67.48,64.4,24.16
544,Vila,0,IT,1558722117,49,45.18,8.4,75.2,8.05
545,Sao Francisco,75,BR,1558722117,100,-25.65,-53.85,60.8,8.05
546,Ossora,95,RU,1558722117,96,59.24,163.07,37.74,3.36
547,Khani,75,GE,1558722118,73,41.96,42.96,71.6,4.7
548,Hendersonville,40,US,1558722112,41,36.3,-86.62,91.4,6.93
549,Mudanya,75,TR,1558722118,100,40.38,28.88,64.4,3.36
550,Fortuna,20,ES,1558722119,68,38.18,-1.13,68.0,13.87
551,Igarka,94,RU,1558722119,85,67.47,86.57,35.94,16.89
552,Santa Maria da Boa Vista,54,BR,1558722119,42,-8.8,-39.83,89.04,8.86
553,Las Lomas,75,PE,1558722120,41,-4.66,-80.24,86.52,13.22
554,Mtwango,10,TZ,1558722120,92,-9.02,34.8,60.78,7.11
555,Hofn,90,IS,1558722120,81,64.25,-15.21,42.8,9.17
556,Tongren,100,CN,1558722121,96,27.72,109.18,69.42,3.11
557,Lasa,40,CY,1558722121,73,34.92,32.53,73.4,20.8
558,Osypenko,20,UA,1558722121,60,48.04,34.39,69.8,3.85
559,Maragogi,56,BR,1558722121,67,-9.01,-35.22,83.64,8.81
560,Ushirombo,77,TZ,1558722122,70,-3.47,31.9,70.5,3.74
561,Rivadavia,55,AR,1558722122,7,-31.53,-68.59,62.58,5.23
562,Znamensk,0,RU,1558722122,72,54.62,21.23,59.0,2.24
563,North Bend,90,US,1558722123,76,43.41,-124.22,61.0,8.05
